,Ki,P1_init,P2_init,P3_init,P4_init,P5_init,k1,k2,k3,k4,k6,k7,k8_FA,k8_FA_coA,k9,k10,k11,k12,k13,k14,k19,k20,k21,k22,k23,Tox_coA,unreg,reg
62,5.07E-002,1.15E+004,8.28E+001,1.77E+002,1.15E+002,1.57E+002,9.27E+000,5.92E-003,7.40E-004,6.40E+002,4.09E-001,1.51E+000,2.48E-006,5.70E-009,1.35E+001,1.23E-001,2.77E+001,6.83E-002,6.37E+001,3.37E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.13E+007,6.29E+003,3.43E+003
63,8.98E-002,8.32E+003,1.81E+002,5.18E+001,1.79E+002,8.61E+001,1.23E+002,1.28E-003,1.88E-003,5.91E+002,1.65E-001,1.04E-001,2.55E-006,7.98E-009,2.99E+001,8.95E-002,4.72E+001,5.39E-002,3.76E+000,9.72E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.89E+007,3.66E+004,5.45E+000
64,1.30E-001,1.66E+004,6.73E+001,3.26E+001,1.77E+002,7.31E+001,9.09E+001,2.94E-003,3.80E-003,4.44E+002,1.44E+000,1.37E+000,6.53E-006,4.48E-009,1.96E+001,6.33E-002,1.08E+001,3.03E-002,4.81E+001,1.01E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.13E+007,3.45E+005,3.59E+005
65,1.24E-001,1.14E+004,1.43E+002,8.81E+001,1.68E+002,1.27E+002,1.03E+002,5.41E-003,5.26E-003,6.00E+002,4.32E-001,9.77E-001,8.05E-006,6.11E-009,8.68E+000,2.18E-002,8.00E+001,3.62E-002,8.96E+001,6.96E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.51E+005,3.13E+005,3.25E+005
66,7.08E-002,6.10E+003,3.26E+000,1.15E+002,1.77E+002,1.94E+002,6.26E+001,7.66E-004,6.53E-003,8.64E+002,5.76E-001,2.02E-001,4.14E-007,1.42E-009,2.81E+000,1.09E-001,6.83E+001,7.57E-002,1.45E+001,5.88E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.45E+005,2.45E+004,2.55E+004
67,1.03E-001,1.06E+004,1.08E+002,2.11E+001,1.51E+002,4.27E+001,6.43E+001,4.08E-003,1.30E-003,7.98E+002,1.43E+000,3.92E-001,7.51E-006,3.44E-009,1.57E+001,1.16E-002,3.27E+001,9.10E-002,4.08E+001,3.59E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.73E+006,2.42E+005,1.57E+005
68,8.15E-003,1.18E+004,1.17E+002,9.99E+000,5.44E+001,1.39E+002,1.08E+002,5.79E-003,3.69E-003,5.72E+002,1.21E+000,7.06E-001,6.44E-006,7.71E-009,2.97E+001,1.00E-001,6.51E-001,6.86E-002,5.56E+001,1.18E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.79E+006,9.94E+001,4.82E+002
69,1.44E-001,1.15E+004,3.43E+000,1.63E+002,1.19E+002,1.75E+001,2.26E+001,5.85E-003,9.41E-004,6.60E+002,1.85E+000,1.13E+000,6.97E-006,5.36E-009,2.50E+001,8.79E-002,8.66E+001,1.21E-001,6.92E+001,9.95E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.72E+007,1.35E+004,3.93E+002
70,1.14E-001,5.03E+003,1.74E+002,9.70E+001,1.12E+002,3.76E+001,1.46E+002,3.44E-004,2.81E-004,4.47E+002,5.14E-001,1.53E+000,4.08E-006,4.58E-011,3.49E+001,1.23E-001,5.89E+000,9.45E-002,1.42E+001,6.13E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.15E+007,2.06E+002,4.73E+001
71,4.14E-003,1.03E+004,1.76E+001,9.45E+001,1.03E+002,1.27E+002,4.22E+001,4.93E-003,4.42E-003,3.01E+002,1.02E+000,1.83E+000,8.14E-006,2.96E-009,8.78E+000,8.95E-002,6.52E+001,1.37E-002,3.30E+001,4.76E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.33E+006,1.64E+002,3.67E-001
72,1.39E-001,1.89E+004,1.34E+002,6.88E+001,2.27E+000,6.47E+001,1.08E+002,2.78E-003,4.33E-004,6.61E+002,1.39E+000,8.97E-001,1.42E-006,1.84E-009,1.78E+000,2.29E-002,7.13E+001,6.77E-002,1.69E+001,8.37E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.48E+007,4.74E+001,2.06E+000
73,1.32E-001,1.58E+004,5.15E+001,6.78E+001,1.54E+002,1.17E+002,1.80E+002,3.64E-003,6.97E-003,4.04E+002,1.71E+000,6.72E-001,1.78E-006,4.12E-009,1.98E+001,1.19E-001,8.54E+001,1.17E-001,8.12E+001,3.93E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.57E+007,4.14E+005,3.95E+005
74,2.02E-002,4.05E+003,1.35E+002,3.53E+001,8.29E+001,4.91E+001,5.03E+001,3.40E-003,1.07E-003,1.54E+002,1.30E+000,1.15E+000,5.53E-006,2.82E-009,1.05E+001,6.49E-002,2.97E+001,6.12E-002,7.65E+001,1.11E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.87E+006,2.61E+002,2.12E+001
75,3.59E-002,4.58E+003,9.16E+000,9.66E+001,1.82E+002,1.56E+002,2.52E+000,4.05E-003,5.14E-003,9.32E+002,1.03E+000,4.05E-001,4.60E-007,4.68E-009,3.43E+001,1.18E-001,2.31E+001,1.21E-001,4.69E+001,6.78E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.71E+006,1.11E+003,1.48E+003
76,7.96E-002,1.39E+004,9.12E+001,6.94E+001,1.56E+002,4.25E+001,3.12E+001,4.99E-003,1.24E-003,1.12E+002,2.41E-001,1.08E+000,2.65E-006,8.04E-009,1.20E+001,1.01E-001,2.31E+001,1.10E-001,4.51E+001,6.07E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.52E+007,3.56E+001,8.46E+000
77,2.31E-002,2.48E+003,1.28E+002,7.07E+001,1.21E+002,6.61E+001,1.86E+002,2.40E-003,5.23E-003,5.89E+002,1.59E+000,8.78E-001,7.22E-008,8.15E-009,1.87E+001,4.40E-002,1.22E+001,8.27E-002,1.79E+001,5.65E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.89E+006,2.48E+003,4.64E+001
78,9.08E-002,4.99E+002,1.65E+001,6.97E+001,1.01E+002,1.02E+001,9.65E+001,2.14E-004,4.54E-003,3.83E+002,9.28E-001,8.35E-001,8.15E-006,8.28E-009,2.98E+000,7.12E-002,3.05E+001,5.97E-005,7.47E+001,1.08E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.47E+006,4.21E+005,1.21E+000
79,9.98E-002,3.91E+003,4.64E+001,5.00E+001,3.20E+000,8.85E+001,8.80E+001,2.90E-003,3.46E-003,2.19E+001,1.20E+000,1.57E+000,4.85E-006,8.56E-009,2.90E+001,1.04E-001,4.12E-001,7.31E-002,9.36E+000,1.09E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.45E+007,1.09E+001,2.03E+000
80,9.38E-002,1.24E+004,1.54E+002,1.18E+002,7.52E+001,9.30E+001,1.98E+002,3.68E-003,1.47E-003,9.75E+002,4.71E-001,6.99E-001,8.70E-006,8.87E-009,2.74E+001,6.67E-002,5.89E+001,1.36E-002,3.90E+001,2.57E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.13E+006,2.62E+004,6.62E+001
81,1.01E-001,2.20E+003,4.60E+001,1.76E+002,8.65E+001,9.77E+001,1.20E+002,1.02E-003,6.86E-003,4.48E+002,8.31E-001,3.39E-003,4.71E-006,8.02E-009,3.43E+000,2.59E-002,4.85E+001,5.23E-002,1.75E+001,1.07E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.26E+007,2.46E+005,1.21E+005
82,1.63E-001,1.62E+004,1.65E+002,1.68E+002,1.36E+002,1.44E+002,6.13E+001,5.26E-003,3.78E-003,4.47E+002,6.45E-001,1.78E+000,2.06E-006,5.17E-009,1.39E+001,1.25E-001,7.00E+001,3.95E-002,6.57E+001,7.84E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.42E+006,2.17E+005,1.57E+005
83,1.47E-002,1.96E+004,6.35E+001,5.85E+001,1.01E+002,1.99E+002,5.13E+001,6.37E-004,2.27E-003,8.46E+002,1.51E-001,7.29E-001,4.36E-006,5.45E-010,2.90E+001,7.01E-002,6.48E+001,2.20E-002,6.70E+001,5.48E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.58E+006,6.35E+003,4.42E+003
84,1.17E-002,5.01E+003,1.49E+002,1.37E+002,2.82E+001,1.88E+001,1.08E+002,4.72E-004,2.86E-003,6.61E+002,1.12E+000,7.60E-001,6.55E-006,1.30E-009,1.68E+001,7.08E-003,2.64E+001,4.83E-002,1.27E+001,1.88E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.63E+005,1.04E+005,1.53E+004
85,1.05E-001,4.54E+003,1.86E+002,1.11E+002,7.66E+000,8.58E+000,4.37E+001,4.76E-003,4.02E-003,9.20E+001,8.93E-001,1.64E+000,6.70E-007,1.69E-009,1.64E+001,3.49E-003,2.08E+001,1.21E-001,2.41E+001,4.19E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.36E+007,1.20E+001,2.41E-001
86,6.41E-002,3.79E+003,1.43E+002,1.80E+002,1.77E+001,1.35E+002,5.89E+001,3.67E-003,4.59E-003,3.67E+002,1.46E+000,2.14E-001,2.40E-006,2.15E-009,2.24E+001,9.34E-002,4.23E+001,8.89E-002,4.05E+001,1.24E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.97E+006,1.05E+004,6.34E+001
87,1.32E-001,3.81E+003,2.82E+001,5.07E+001,1.19E+002,6.12E+001,5.35E+001,3.45E-003,4.56E-003,2.48E+002,1.14E+000,5.83E-001,2.94E-007,8.39E-009,2.96E+001,1.04E-001,3.23E+001,5.56E-002,4.29E+001,4.40E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.81E+006,2.90E+005,3.24E+005
88,6.39E-003,7.04E+003,1.29E+002,1.54E+002,9.39E+001,1.56E+002,7.16E+001,2.55E-003,2.51E-004,4.29E+002,1.79E+000,1.30E+000,2.57E-006,6.75E-009,1.25E+001,2.90E-002,6.25E+001,2.23E-003,6.52E+001,6.24E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.91E+006,4.80E-001,2.77E-003
89,1.01E-001,4.40E+003,1.24E+001,1.55E+002,1.36E+002,1.47E+002,1.51E+002,5.65E-003,4.13E-003,8.63E+002,1.74E+000,1.08E+000,5.05E-006,5.24E-009,3.39E+001,2.06E-002,2.80E+001,1.26E-001,1.13E+001,1.18E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.54E+006,1.58E+005,1.31E+005
90,1.66E-001,3.28E+003,1.75E+002,6.45E+001,1.30E+002,1.60E+002,6.39E+001,3.32E-003,3.75E-003,6.43E+002,6.79E-001,7.63E-001,3.79E-006,8.62E-009,2.38E+001,2.11E-002,2.24E+001,1.14E-001,8.90E+001,1.29E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.79E+005,1.90E+005,2.12E+005
91,1.11E-001,1.92E+004,1.37E+002,1.86E+001,1.48E+002,1.24E+002,6.97E+001,6.50E-004,6.47E-003,9.21E+002,6.60E-001,1.24E+000,6.68E-006,6.54E-009,2.63E+001,5.41E-002,5.79E+001,2.45E-002,5.39E+001,1.16E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.44E+006,1.12E+005,1.18E+005
92,8.08E-002,9.41E+003,6.59E+001,4.80E+001,1.74E+002,5.76E+001,1.41E+002,1.86E-003,5.15E-003,1.26E+002,2.14E-001,1.34E+000,8.09E-006,1.68E-009,1.52E+001,6.71E-002,4.62E+001,8.76E-002,3.16E+001,1.01E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.12E+006,3.19E+004,4.67E+004
93,5.65E-002,6.18E+003,1.72E+001,2.45E+001,1.11E+001,1.94E+002,1.46E+002,5.92E-003,2.14E-003,1.10E+002,1.36E+000,1.27E+000,6.91E-006,3.92E-009,3.24E+001,7.18E-002,4.01E+001,2.99E-003,8.61E+001,9.29E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.06E+006,1.10E+002,3.38E-001
94,7.55E-002,5.15E+003,1.35E+002,1.45E+002,1.26E+002,4.79E+000,6.98E+001,5.88E-003,4.36E-003,8.23E+002,9.82E-001,2.54E-003,1.86E-006,9.12E-009,1.65E+001,4.41E-002,6.82E+001,5.62E-002,2.30E+001,9.53E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.77E+007,5.99E+002,3.25E+000
95,2.82E-002,8.43E+003,1.97E+002,1.68E+002,1.79E+002,4.10E+001,5.66E+001,6.19E-004,4.77E-003,7.55E+002,1.69E+000,1.07E+000,3.35E-006,5.51E-009,2.77E+001,1.29E-001,8.76E+001,1.24E-001,5.28E+001,9.32E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.14E+006,4.46E+004,3.45E+004
96,3.84E-002,3.72E+002,7.09E+001,1.15E+002,7.96E+001,1.08E+002,2.04E+001,1.54E-003,5.94E-003,8.34E+001,3.26E-001,5.21E-001,3.37E-006,7.92E-009,2.23E+001,9.65E-002,5.07E+001,5.71E-003,4.18E+001,5.59E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.45E+007,1.33E+004,9.44E-001
97,1.43E-001,3.25E+003,8.97E+001,9.96E+001,6.19E+001,7.85E+001,1.83E+002,3.28E-003,3.59E-003,9.70E+001,1.38E+000,2.74E-001,7.18E-006,8.10E-009,1.98E+001,6.27E-002,4.56E+000,1.22E-001,8.75E+001,1.08E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.78E+006,3.25E+002,5.91E+001
98,9.08E-002,2.71E+003,1.80E+002,8.41E+001,1.51E+002,2.22E+001,1.68E+002,2.03E-003,6.52E-003,4.85E+001,5.79E-002,5.37E-001,8.92E-006,8.91E-009,4.51E-002,1.24E-001,4.83E+001,5.67E-002,6.20E+001,4.96E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.52E+006,1.24E+003,1.71E+003
99,6.07E-003,1.72E+004,1.56E+002,1.38E+002,1.31E+002,7.46E+001,1.23E+002,2.85E-003,2.40E-003,3.15E+002,7.20E-001,6.14E-001,2.82E-006,2.15E-009,2.72E+001,7.05E-003,8.94E+001,1.07E-001,8.62E+001,6.06E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.92E+007,3.24E-001,6.07E-003
100,1.17E-001,7.79E+003,1.57E+002,1.95E+002,1.64E+001,9.07E+001,1.27E+002,1.74E-003,6.41E-003,3.76E+002,1.10E+000,9.79E-001,2.60E-006,7.50E-009,2.94E+001,5.31E-002,4.70E+001,5.69E-002,6.47E+001,1.02E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.44E+007,1.06E+004,5.18E+001
101,7.35E-002,1.43E+004,4.44E+001,3.50E+001,2.76E+001,1.52E+002,1.22E+002,5.20E-003,2.05E-003,8.60E+002,1.20E+000,1.96E-002,4.12E-006,2.12E-009,1.17E+001,5.25E-002,3.32E+001,1.05E-001,1.11E+001,1.29E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.26E+007,6.53E+004,1.12E+002
102,6.66E-002,4.19E+002,1.91E+002,1.23E+002,3.75E+001,1.59E+002,6.18E+001,1.38E-003,5.82E-003,3.80E+002,1.53E+000,5.80E-001,4.75E-006,4.48E-009,1.67E+001,8.45E-002,6.52E+001,1.29E-001,6.09E+001,1.18E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.33E+007,8.75E+004,4.00E+004
103,3.02E-002,1.45E+004,1.25E+002,1.59E+002,1.15E+002,1.06E+002,1.67E+002,5.43E-003,4.81E-003,2.54E+002,2.29E-001,2.57E-001,3.91E-006,6.71E-009,1.81E+001,8.86E-002,2.83E+001,3.53E-002,2.22E+001,1.12E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.27E+006,9.96E+002,5.40E+000
104,1.20E-001,1.20E+004,1.92E+002,1.67E+002,8.44E+001,1.80E+002,1.28E+001,5.24E-003,3.91E-003,4.77E+002,5.99E-001,1.56E+000,7.00E-006,9.02E-010,1.74E+001,8.94E-002,1.26E+001,2.23E-002,6.62E+001,1.06E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.64E+006,3.33E+004,2.74E+004
105,2.51E-003,1.39E+004,3.81E+001,1.46E+002,8.47E+001,1.76E+002,2.70E+001,1.77E-003,1.80E-003,4.42E+002,5.68E-001,1.01E+000,5.63E-006,4.59E-009,3.08E+000,3.42E-002,8.46E+001,4.59E-002,2.45E+001,2.51E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.62E+004,2.13E+003,8.80E+002
106,1.13E-001,1.90E+003,1.99E+002,1.02E+002,8.99E+001,2.92E+000,1.08E+001,5.98E-003,3.79E-003,9.11E+002,3.63E-001,6.82E-001,4.10E-008,2.12E-009,3.35E+001,1.41E-002,8.83E+001,8.55E-002,5.03E+001,1.17E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.57E+007,9.65E+004,4.30E+000
107,1.57E-003,1.32E+004,9.88E+001,4.17E+001,1.33E-001,2.87E+001,2.31E+001,2.19E-003,2.75E-003,9.77E+002,1.02E+000,4.95E-001,8.03E-007,3.42E-009,3.15E+001,5.64E-002,3.04E+001,6.26E-002,2.80E+001,1.25E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.25E+006,7.42E+000,4.47E-002
108,1.70E-001,8.84E+003,9.37E+001,1.76E+002,3.54E+001,1.71E+002,1.10E+002,3.09E-003,1.87E-003,8.68E+002,1.37E+000,1.18E+000,3.20E-006,3.20E-009,2.85E+001,1.17E-001,3.75E+001,1.01E-001,6.85E+000,1.17E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.41E+007,1.03E+005,1.70E+003
109,1.30E-001,2.63E+003,1.93E+002,8.58E+001,2.01E+001,1.61E+002,8.24E+001,2.28E-003,4.71E-003,5.17E+002,5.86E-002,5.94E-001,8.34E-006,1.71E-009,2.52E+001,1.02E-001,7.04E+001,1.12E-001,2.32E+001,1.08E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.90E+007,1.42E+005,1.21E+001
110,1.60E-001,2.36E+003,1.04E+002,1.33E+002,6.13E+001,2.01E+001,1.87E+002,5.95E-003,4.00E-003,5.62E+001,1.40E+000,9.11E-001,6.76E-006,2.97E-010,2.40E+001,1.16E-001,3.75E+001,1.18E-001,6.61E+000,1.15E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.47E+006,3.15E+001,7.21E+000
111,1.47E-001,1.73E+004,1.77E+002,1.58E+002,1.25E+002,2.25E+001,1.28E+002,1.11E-003,3.71E-003,7.23E+002,1.73E+000,9.38E-001,2.71E-006,7.27E-009,2.13E+001,6.46E-002,9.14E+001,1.49E-003,5.58E+001,1.04E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.79E+007,4.86E+004,1.24E+001
112,1.41E-001,1.84E+004,5.22E+001,1.07E+002,1.93E+002,1.69E+002,9.01E+001,4.61E-003,1.77E-003,8.03E+002,1.10E-001,2.77E-001,2.32E-006,4.49E-009,2.86E+001,1.25E-001,6.48E+001,7.76E-002,6.58E+001,7.67E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.29E+007,1.08E+005,6.05E+004
113,1.13E-001,8.74E+003,1.67E+001,1.33E+002,9.82E+001,1.31E+002,1.26E+002,2.19E-003,4.34E-003,1.19E+002,1.29E+000,3.93E-001,7.76E-006,5.86E-009,3.37E+001,6.95E-002,2.27E+001,3.70E-002,9.00E+001,5.72E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.59E+006,4.62E+005,2.84E+005
114,1.63E-001,7.75E+003,9.13E+001,1.58E+002,1.56E+002,1.51E+002,9.94E+001,1.78E-003,2.81E-003,1.18E+002,1.18E+000,6.83E-001,2.46E-007,8.53E-009,2.98E+001,6.90E-004,2.04E+001,8.45E-002,7.18E+001,2.37E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.62E+006,9.48E+004,4.48E+000
115,3.72E-002,1.78E+004,1.44E+002,4.36E+001,1.57E+002,8.24E+001,1.76E+001,4.58E-003,4.67E-003,9.01E+002,1.16E+000,1.11E+000,1.75E-006,8.37E-009,2.51E+001,9.08E-002,8.56E+001,5.68E-002,8.57E+001,1.30E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.34E+005,2.47E+004,2.74E+004
116,1.32E-001,3.37E+003,1.45E+002,2.10E+001,1.93E+002,3.13E+001,1.27E+002,3.91E-003,5.83E-003,5.23E+002,6.27E-001,3.96E-001,5.55E-006,1.02E-009,2.16E+001,5.07E-002,8.42E+001,1.16E-001,5.87E+001,6.52E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.83E+007,2.77E+005,2.11E+004
117,7.73E-002,1.33E+004,1.18E+002,8.59E+001,6.34E-002,1.51E+002,1.23E+002,4.46E-003,2.16E-003,4.80E+002,5.76E-001,1.64E+000,8.17E-006,3.13E-010,2.80E+001,1.13E-001,2.92E+001,3.94E-002,2.49E+001,7.52E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.82E+007,1.25E+002,2.21E+000
118,8.01E-002,7.06E+002,5.55E+001,1.38E+002,1.59E+002,1.65E+002,6.48E+001,4.58E-003,2.51E-003,4.48E+002,5.42E-001,1.26E+000,8.39E-006,6.93E-009,1.48E+001,3.09E-002,5.30E+001,7.23E-002,3.24E+001,9.24E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.31E+007,5.35E+004,4.12E+001
119,3.32E-002,1.43E+004,3.08E+000,1.73E+002,1.57E+002,1.22E+002,6.06E+000,5.96E-003,4.62E-003,9.25E+002,5.01E-001,5.18E-001,9.12E-006,9.06E-009,4.84E+000,4.87E-002,1.29E+001,1.09E-001,2.04E+001,6.05E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.49E+007,3.12E+003,3.56E+003
120,1.04E-001,2.45E+003,5.50E+001,1.45E+002,3.58E+001,1.70E+002,1.99E+002,5.32E-003,5.95E-003,7.12E+002,1.74E+000,1.12E+000,6.47E-006,5.73E-009,3.08E+001,1.24E-001,4.18E+001,3.36E-002,7.79E+001,5.27E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.13E+007,1.64E+005,3.34E+004
121,4.35E-002,5.17E+003,5.91E+001,1.27E+002,1.48E+002,1.62E+002,1.96E+002,5.25E-003,6.55E-003,5.96E+002,1.58E+000,2.32E-001,2.79E-007,7.73E-009,1.45E+001,1.08E-001,6.01E+000,3.94E-002,3.21E+001,7.50E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.19E+006,1.80E+005,1.80E+005
122,1.02E-001,1.34E+004,1.48E+002,1.95E+002,1.28E+002,7.64E+001,8.36E+001,1.11E-004,5.34E-003,1.41E+002,1.37E+000,1.24E+000,6.03E-006,6.39E-010,9.16E+000,1.18E-001,7.67E+001,8.66E-002,9.19E+001,6.01E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.11E+007,3.33E+005,3.14E+005
123,1.67E-001,1.21E+004,7.95E+001,1.16E+002,1.89E+002,5.46E+001,1.79E+002,5.74E-003,7.42E-005,1.09E+002,1.24E+000,1.10E+000,4.87E-006,7.48E-009,3.54E+001,2.18E-002,4.85E+001,2.01E-002,5.25E+001,4.25E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.26E+007,1.02E+000,6.16E-002
124,9.72E-002,1.35E+004,9.01E+001,9.57E+000,2.83E+001,3.90E+001,6.67E+001,1.33E-003,2.03E-003,5.18E+002,1.31E-001,1.70E+000,3.83E-006,5.87E-009,3.52E+001,6.42E-003,7.75E+001,8.51E-004,7.04E+001,1.11E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.85E+007,9.26E+004,2.24E-002
125,1.14E-002,1.06E+004,1.21E+002,5.14E+000,1.25E+002,4.83E+001,1.00E+002,5.14E-003,5.97E-003,5.31E+002,7.06E-001,1.74E+000,4.43E-006,4.94E-009,1.14E+001,6.08E-002,7.59E+001,4.97E-003,6.13E+000,1.54E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.37E+006,9.06E+003,1.90E+000
126,5.91E-002,1.22E+004,1.13E+002,1.88E+002,1.21E+002,8.32E+001,3.71E+001,5.49E-003,1.07E-004,8.76E+002,6.95E-001,8.25E-001,6.41E-006,8.46E-009,3.32E+001,1.16E-001,6.15E+001,1.48E-002,8.92E+001,2.34E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.28E+006,4.15E+001,5.27E+000
127,1.52E-001,1.19E+004,4.47E+001,7.53E+001,1.47E+002,1.68E+002,1.56E+002,3.37E-003,2.34E-003,6.30E+002,6.05E-001,1.91E-001,4.49E-006,6.77E-009,2.85E+001,3.71E-002,7.36E+000,1.21E-001,8.78E+001,1.07E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.89E+007,1.77E+005,6.17E+004
128,9.65E-002,9.35E+003,1.20E+002,1.39E+002,7.76E+001,7.72E+001,9.33E+001,8.15E-004,3.63E-003,5.97E+002,1.52E+000,1.76E+000,7.82E-006,2.52E-009,2.98E+001,3.84E-003,8.69E+001,5.77E-002,8.96E+000,8.10E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.54E+007,1.58E+005,3.44E+000
129,6.58E-002,8.18E+003,1.65E+002,3.98E+000,1.75E+002,3.55E+001,6.54E+001,4.87E-003,5.27E-003,9.25E+002,4.74E-001,1.85E-001,5.80E-006,1.53E-010,3.35E+001,9.09E-002,5.80E+001,4.76E-002,1.90E+000,9.06E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.03E+006,2.66E+005,2.66E+005
130,3.16E-002,1.71E+004,6.60E+001,8.93E+001,1.06E+002,5.23E+001,6.37E+001,1.38E-003,3.87E-003,5.60E+001,2.97E-001,4.88E-001,4.03E-006,3.43E-010,2.46E+001,9.08E-003,7.53E+001,6.13E-002,7.66E+001,5.70E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.39E+006,2.29E+002,9.82E-001
131,1.29E-001,4.38E+003,1.61E+002,7.07E+001,1.81E+002,6.89E+000,1.72E+002,9.24E-004,3.77E-003,1.56E+002,1.64E+000,1.51E-001,1.45E-006,6.22E-009,2.62E+001,6.65E-002,6.57E+001,5.83E-002,2.12E+001,1.01E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.66E+006,3.03E+003,1.04E+002
