,Ki,P1_init,P2_init,P3_init,P4_init,P5_init,k1,k2,k3,k4,k6,k7,k8_FA,k8_FA_coA,k9,k10,k11,k12,k13,k14,k19,k20,k21,k22,k23,Tox_coA,unreg,reg
1443,1.47E-001,1.23E+004,1.05E+002,9.40E+001,4.18E+001,1.49E+002,8.58E+001,2.93E-004,2.20E-003,3.47E+002,1.75E+000,6.13E-001,8.94E-006,1.76E-009,1.98E+001,1.18E-002,1.85E+001,1.24E-002,2.66E-001,3.77E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.64E+006,2.49E+005,1.59E+005
1444,1.21E-002,1.33E+001,2.22E+001,2.30E+001,3.62E+001,3.27E+001,1.01E+001,9.91E-004,3.07E-003,5.12E+002,6.84E-001,1.08E-001,3.30E-006,6.52E-009,1.02E+001,3.82E-002,1.14E+001,8.11E-002,6.82E+001,7.09E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.17E+007,6.96E+003,6.97E+003
1445,1.40E-001,1.65E+004,5.77E+001,1.21E+002,8.62E+000,6.71E+000,8.39E+000,1.80E-003,2.12E-003,7.12E+002,1.74E+000,1.80E+000,1.85E-006,6.69E-009,1.68E+001,9.97E-002,4.40E+001,1.39E-002,6.22E+001,1.31E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.74E+007,6.85E+004,5.83E+004
1446,1.12E-001,5.66E+003,4.46E+000,5.44E+001,6.82E+000,3.13E+000,2.65E+001,2.83E-003,1.69E-003,8.60E+002,9.20E-001,1.78E+000,7.00E-007,4.07E-009,3.57E+001,9.69E-002,2.83E+001,3.77E-003,7.59E+001,1.37E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.93E+006,1.38E+005,2.72E+003
1447,1.41E-001,1.61E+004,1.37E+002,6.32E+001,1.76E+002,9.09E+001,1.70E+002,5.70E-003,3.30E-003,5.24E+002,1.30E+000,1.49E+000,1.02E-006,1.77E-009,1.65E+001,2.37E-002,7.14E+001,1.26E-003,4.60E+001,4.12E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.45E+003,9.31E+005,1.02E+006
1448,2.14E-003,1.63E+004,1.28E+002,4.71E+000,3.26E+001,8.19E+001,1.40E+002,2.27E-003,3.88E-003,5.39E+002,4.35E-001,6.56E-001,1.94E-006,3.07E-009,1.39E+001,2.27E-002,3.54E+001,1.29E-001,3.38E+001,6.68E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.81E+006,2.16E+000,5.51E-002
1449,1.17E-001,2.64E+003,1.46E+002,1.12E+002,1.89E+002,1.58E+002,1.70E+002,1.30E-003,3.98E-003,3.32E+002,1.22E+000,2.86E-001,3.33E-007,3.93E-009,5.46E+000,9.34E-003,1.46E+001,1.13E-001,5.87E+001,2.72E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.77E+007,1.24E+005,3.97E+003
1450,1.57E-001,1.13E+004,9.79E+001,1.92E+002,2.70E+001,1.44E+002,1.07E+001,1.65E-004,2.40E-003,3.94E+002,1.38E-001,7.23E-001,2.04E-006,7.42E-009,4.17E+000,1.38E-002,1.19E+001,4.46E-002,6.83E+001,6.86E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.97E+006,2.81E+004,3.30E+004
1451,1.40E-001,5.65E+003,1.62E+002,9.48E+001,1.64E+002,8.93E+001,5.81E+001,3.72E-003,6.28E-003,8.65E+002,5.11E-001,4.90E-001,6.03E-006,8.95E-009,2.95E+001,2.33E-002,4.56E+000,1.28E-001,8.05E+001,2.76E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.14E+006,1.93E+005,2.14E+005
1452,9.87E-002,7.50E+003,1.98E+000,5.88E+001,2.36E+001,8.81E+001,4.28E+001,6.16E-004,6.72E-003,6.09E+002,1.48E+000,1.15E+000,6.94E-007,4.57E-009,3.53E+001,5.57E-002,8.60E+001,7.08E-002,1.85E+001,1.12E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.02E+006,7.26E+004,7.77E+004
1453,1.97E-002,1.71E+003,8.00E+000,1.02E+002,1.81E+002,1.41E+002,1.52E+002,2.51E-003,8.15E-004,4.86E+002,5.43E-001,6.98E-001,6.59E-006,6.50E-009,1.13E+001,6.32E-003,6.60E+001,9.97E-003,8.32E+001,3.35E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.14E+007,6.68E+001,1.22E-001
1454,1.31E-001,2.30E+003,9.01E+000,1.67E+002,1.05E+002,1.14E+002,6.97E+001,5.34E-003,1.77E-003,8.64E+002,8.16E-001,9.84E-001,2.60E-006,6.36E-009,3.27E+001,2.30E-002,5.62E+000,5.31E-002,6.44E+001,5.10E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.96E+006,1.02E+005,9.65E+004
1455,5.51E-002,3.84E+003,1.50E+002,1.16E+001,1.23E+002,3.73E+001,1.34E+002,5.39E-003,4.86E-003,1.59E+002,9.06E-001,8.68E-001,7.28E-006,1.23E-010,1.37E+001,8.20E-002,7.80E+001,5.72E-003,8.44E+001,6.05E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.13E+006,3.10E+002,1.62E+000
1456,9.85E-002,6.42E+003,8.55E+001,5.23E+001,1.29E+001,1.90E+002,1.90E+002,2.76E-004,6.68E-003,8.39E+001,1.63E+000,4.31E-001,2.06E-006,3.05E-009,2.03E+001,1.29E-002,5.08E+001,8.04E-002,7.96E+001,2.95E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.42E+007,1.01E+005,7.35E+003
1457,1.26E-001,1.48E+004,1.41E+002,1.33E+002,1.27E+002,9.23E+001,1.08E+002,6.91E-004,6.98E-003,6.85E+002,3.68E-001,2.73E-001,5.98E-006,5.90E-009,3.87E+000,3.49E-002,6.97E+001,5.68E-002,8.05E+001,9.64E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.60E+007,2.91E+005,3.07E+005
1458,9.79E-002,4.91E+003,8.64E+001,6.24E+001,1.03E+002,1.75E+002,1.71E+002,4.15E-003,1.67E-003,6.33E+002,2.23E-001,5.13E-001,2.95E-006,8.43E-009,3.21E+001,1.20E-001,8.83E+001,7.53E-002,5.05E+001,6.58E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.23E+006,2.60E+005,2.42E+005
1459,5.52E-002,9.05E+003,1.96E+002,1.31E+002,8.83E+000,9.42E+001,7.63E+001,2.91E-003,4.81E-003,8.37E+002,1.32E+000,1.02E+000,1.59E-006,1.32E-009,1.15E+001,8.94E-002,1.15E+001,1.02E-001,6.58E+001,4.93E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.90E+007,2.70E+003,4.41E+004
1460,1.43E-001,1.88E+004,9.71E+001,1.12E+002,1.27E+002,1.49E+002,1.40E+002,4.19E-003,3.28E-003,6.25E+002,1.43E+000,6.82E-001,1.03E-006,3.07E-009,3.24E+000,1.14E-001,2.63E+001,2.08E-002,3.64E+001,3.52E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.15E+007,2.21E+005,1.34E+005
1461,1.14E-001,1.95E+004,4.50E+001,1.46E+002,3.28E+001,1.36E+002,4.99E+001,4.82E-003,4.22E-003,2.49E+002,1.37E+000,4.10E-001,2.53E-006,7.81E-009,9.54E+000,9.47E-002,5.53E+001,9.88E-002,8.55E+000,2.89E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.49E+007,6.34E+004,6.70E+003
1462,9.07E-002,1.01E+004,1.67E+002,7.20E+001,1.22E+002,1.51E+002,1.01E+002,4.81E-003,3.22E-003,5.28E+002,7.46E-001,1.05E+000,2.91E-006,5.50E-009,6.91E+000,1.20E-001,5.57E+001,8.08E-002,1.61E+001,1.06E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.71E+006,2.22E+005,1.79E+005
1463,1.16E-001,1.98E+004,3.87E+001,1.98E+002,1.35E+002,1.46E+002,1.84E+002,1.44E-003,5.06E-003,1.10E+002,1.48E+000,1.07E+000,5.47E-006,3.75E-009,3.54E+001,6.98E-002,5.20E+000,5.21E-002,2.78E+000,8.24E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.31E+007,8.56E+003,1.33E+002
1464,2.44E-002,1.82E+004,4.97E+001,2.64E+001,1.20E+002,1.69E+002,5.74E+001,3.27E-003,2.75E-003,4.33E+002,8.33E-001,1.66E+000,4.39E-006,3.26E-009,2.09E+001,6.89E-002,4.20E+001,7.27E-002,1.24E+001,7.67E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.25E+006,2.92E+004,1.98E+003
1465,1.63E-001,1.42E+004,5.80E+001,1.60E+002,4.81E+001,1.16E+002,1.37E+001,4.02E-003,9.42E-004,5.28E+002,2.40E-001,8.64E-003,7.99E-006,6.59E-010,2.50E+001,4.30E-002,8.92E+001,1.26E-001,2.89E+001,9.05E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.46E+007,3.21E+004,1.94E+001
1466,1.22E-001,1.99E+004,1.53E+002,1.29E+002,1.34E+002,4.38E+001,1.14E+002,3.52E-004,5.46E-003,9.04E+001,7.64E-001,7.72E-001,6.86E-006,3.48E-009,2.65E+001,7.36E-002,9.21E+001,3.00E-002,6.49E+001,1.24E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.35E+007,1.59E+004,2.72E+002
1467,1.14E-001,7.28E+003,1.62E+002,3.08E+001,1.66E+002,1.80E+002,7.66E+001,5.29E-003,3.96E-003,2.71E+002,1.08E+000,1.92E-001,3.96E-006,9.10E-009,1.22E+000,9.27E-002,9.01E+001,2.17E-002,7.39E+001,8.00E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.46E+006,2.38E+005,1.60E+005
1468,2.40E-002,1.89E+004,7.62E+001,1.64E+002,8.05E+001,1.75E+002,6.14E+001,2.03E-003,3.46E-003,9.63E+002,1.83E+000,1.53E+000,1.74E-006,8.38E-009,2.29E+001,1.21E-001,5.95E+001,4.25E-002,2.82E+001,4.21E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.58E+006,2.31E+004,2.36E+004
1469,7.74E-002,1.38E+004,1.32E+002,1.64E+000,2.68E+001,4.29E+001,1.11E+002,1.64E-003,5.55E-003,5.69E+002,2.67E-001,3.12E-001,5.76E-006,3.38E-010,1.86E+001,7.90E-004,6.77E+001,2.80E-002,1.30E+001,6.19E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.80E+007,2.15E+005,1.28E-001
1470,7.46E-002,1.16E+004,3.15E+001,1.02E+002,1.68E+002,2.37E+001,2.48E+001,7.94E-004,3.12E-003,3.02E+002,1.20E-001,5.59E-001,4.22E-006,3.98E-010,3.09E+001,3.02E-002,8.04E+001,3.66E-002,6.80E+000,9.09E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.70E+006,1.21E+005,2.33E+001
1471,8.08E-002,4.93E+003,9.73E+001,1.09E+001,1.84E+002,1.24E+002,1.04E+002,2.16E-003,4.12E-003,7.71E+002,1.36E+000,7.38E-001,1.36E-006,6.31E-009,2.17E+001,2.54E-002,2.03E+001,3.00E-002,3.49E+001,1.22E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.35E+006,1.62E+005,1.66E+005
1472,4.27E-002,4.03E+003,1.73E+002,4.02E+001,6.48E+001,1.39E+002,1.84E+001,4.17E-003,6.55E-003,7.24E+002,1.64E+000,1.12E+000,4.01E-007,8.40E-009,1.95E+001,1.42E-002,7.68E+001,4.64E-002,4.58E+001,6.43E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.51E+006,2.34E+004,2.58E+004
1473,1.10E-001,2.21E+003,8.00E+001,2.56E+001,1.34E+001,1.07E+000,1.34E+002,4.11E-003,5.63E-003,6.61E+002,4.60E-001,9.51E-001,1.37E-006,3.03E-009,2.40E+001,1.23E-001,8.86E+000,7.72E-002,8.02E+001,3.74E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.17E+007,1.33E+004,1.02E+004
1474,1.33E-001,1.86E+004,7.88E+001,2.39E+001,1.86E+002,1.32E+002,1.25E+002,2.62E-003,5.53E-003,3.70E+002,5.30E-001,4.13E-001,6.28E-006,4.54E-009,1.55E+001,1.03E-001,5.44E+001,1.07E-001,6.31E+001,3.29E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.14E+007,3.84E+005,3.89E+005
1475,3.96E-003,6.44E+002,1.33E+002,1.46E+002,1.23E+002,8.93E+001,3.45E+001,3.65E-003,5.35E-003,8.23E+002,1.63E+000,2.88E-001,3.54E-006,2.11E-009,2.31E+001,6.75E-003,5.69E+001,8.27E-002,2.69E+001,7.81E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.78E+007,2.13E+001,1.83E-002
1476,5.81E-002,1.39E+004,8.75E+001,1.75E+001,1.85E+002,7.92E+001,9.05E+000,3.91E-003,6.35E-005,1.23E+002,5.60E-001,9.22E-001,5.83E-006,7.18E-011,9.85E+000,6.82E-002,1.12E+001,1.22E-001,4.42E+001,1.27E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.60E+006,2.38E+002,3.47E+001
1477,1.55E-001,5.99E+003,5.66E+001,1.24E+002,3.33E+001,9.26E+001,1.65E+002,4.08E-003,6.04E-003,7.83E+002,1.15E+000,1.49E+000,1.37E-006,5.36E-009,3.29E+001,8.30E-002,6.00E+001,2.43E-002,6.98E+001,7.55E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.46E+006,4.81E+005,4.61E+005
1478,2.31E-002,3.97E+003,1.22E+002,6.02E+001,1.45E+002,1.29E+002,1.71E+002,4.20E-003,2.82E-004,5.77E+001,8.80E-001,7.47E-002,2.70E-006,6.30E-009,1.70E+001,3.07E-002,2.03E+001,7.80E-002,2.56E+001,1.44E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.83E+006,4.50E-001,1.66E-001
1479,8.54E-002,5.10E+002,6.58E+001,1.00E+002,1.90E+002,1.81E+002,1.36E+002,6.88E-005,4.41E-003,2.46E+002,7.59E-001,1.29E+000,7.60E-006,2.88E-009,2.69E+001,3.86E-002,3.13E+001,6.57E-002,1.51E+001,2.35E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.66E+007,7.30E+004,5.12E+004
1480,1.65E-001,1.69E+004,1.64E+002,9.12E+001,1.06E+002,2.97E+001,1.36E+002,1.31E-003,4.55E-003,4.61E+002,6.81E-001,7.09E-001,4.32E-006,3.09E-009,3.23E+001,1.26E-001,4.91E+001,1.02E-001,1.54E+001,2.12E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.56E+007,9.62E+004,8.05E+004
1481,5.67E-002,9.38E+003,9.99E+001,1.85E+002,6.32E+001,6.01E+001,1.67E+002,2.71E-003,6.18E-003,2.57E+002,1.44E-001,1.36E+000,3.13E-006,2.32E-009,3.72E+000,1.24E-001,2.74E+001,6.44E-002,4.79E+001,6.94E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.66E+006,6.10E+002,9.57E+001
1482,7.34E-002,1.71E+004,1.22E+002,5.82E+001,1.15E+002,6.69E+001,5.68E+001,5.70E-003,4.30E-003,4.49E+002,1.61E+000,1.62E+000,2.69E-006,3.90E-009,1.14E+001,1.09E-001,2.09E+001,1.10E-004,3.29E+001,6.16E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.18E+007,9.69E+004,1.84E-001
1483,1.67E-001,2.49E+003,5.93E+001,1.54E+002,1.71E+002,1.48E+002,9.99E+001,1.24E-003,3.20E-003,2.96E+002,2.49E-001,1.21E+000,7.23E-006,7.95E-009,3.34E+001,7.26E-002,6.06E+001,9.80E-003,4.19E+001,4.75E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.85E+007,2.20E+005,1.95E+002
1484,1.17E-002,6.57E+003,1.27E+002,1.85E+002,3.53E+001,8.03E+001,1.77E+002,3.70E-003,6.36E-003,3.86E+002,3.42E-001,1.64E-001,8.43E-006,5.80E-009,1.56E+001,1.09E-001,8.66E+000,3.77E-002,4.28E+001,3.28E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.88E+006,5.69E+002,1.44E+004
1485,3.64E-002,3.06E+003,9.85E+001,1.08E+002,4.31E+001,4.81E+001,1.05E+002,3.79E-003,6.28E-003,8.64E+002,9.96E-001,3.37E-001,9.25E-008,5.37E-009,3.98E+000,1.10E-001,7.01E+001,1.00E-001,5.78E+001,1.90E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.61E+006,1.40E+005,1.54E+005
1486,3.99E-002,1.46E+004,2.97E+001,5.09E+000,1.13E+002,1.38E+001,5.19E+001,3.10E-003,3.05E-003,6.53E+002,1.84E+000,1.73E+000,6.06E-006,3.83E-009,9.36E+000,1.02E-001,2.35E+001,5.10E-003,8.57E+001,6.35E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.78E+007,4.19E+004,1.08E+001
1487,1.13E-001,6.92E+003,1.54E+002,6.23E+001,8.56E+001,1.54E+002,8.62E+001,5.94E-003,5.80E-003,9.63E+001,1.32E+000,1.60E+000,1.73E-006,1.52E-010,3.04E+001,1.15E-001,3.82E+001,1.20E-001,5.90E+001,1.26E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.21E+007,1.67E+003,8.04E+001
1488,1.52E-001,4.23E+003,7.05E+000,1.92E+002,1.48E+002,1.05E+002,1.02E+002,2.91E-003,4.68E-004,4.73E+002,5.15E-001,9.64E-001,8.65E-006,2.88E-009,2.11E+001,8.72E-002,3.62E+001,5.83E-002,6.88E+001,6.68E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.14E+006,1.35E+004,1.15E+003
1489,2.54E-002,1.94E+004,1.37E+002,1.19E+002,1.41E+001,2.02E+001,1.37E+001,3.62E-003,1.88E-003,7.19E+002,1.27E+000,1.14E+000,6.93E-007,1.52E-009,2.61E+000,6.36E-002,1.68E+001,4.53E-003,7.63E+000,2.31E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.70E+007,6.36E+001,3.89E-001
1490,2.91E-002,1.11E+004,1.77E+002,9.94E+001,1.86E+002,9.01E+001,1.02E+002,2.78E-003,2.88E-004,6.48E+002,1.80E+000,1.11E+000,9.69E-007,8.34E-009,1.53E+001,1.15E-001,9.47E+000,2.48E-002,6.19E+001,1.14E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.27E+006,2.58E+001,3.15E+001
1491,2.78E-002,4.35E+002,6.39E+001,1.94E+002,8.15E+001,6.51E+001,8.30E+001,5.02E-003,1.11E-003,3.62E+001,1.19E+000,3.63E-001,4.17E-006,6.68E-009,2.11E+000,6.79E-002,1.10E+001,7.56E-002,2.16E+001,4.93E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.40E+007,2.55E-001,1.09E-001
1492,1.13E-001,5.75E+003,7.45E+001,1.74E+002,1.30E+002,1.31E+002,2.50E+001,1.68E-003,2.69E-003,4.01E+002,1.21E+000,9.23E-001,8.68E-006,6.59E-009,7.61E+000,1.28E-001,4.68E+001,9.18E-002,2.94E+001,9.47E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.75E+006,6.07E+004,5.78E+004
1493,6.82E-002,1.05E+004,1.41E+001,7.25E+001,2.42E+001,9.67E+001,1.57E+002,4.72E-003,3.95E-003,3.29E+002,1.45E+000,1.67E+000,1.74E-008,2.30E-009,4.30E+000,3.20E-002,1.71E+001,1.01E-001,4.14E+001,3.07E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.24E+006,3.04E+005,3.81E+005
1494,1.33E-001,1.63E+004,1.50E+002,1.65E+002,4.36E+001,1.02E+002,3.63E+001,3.82E-003,6.48E-003,3.75E+002,1.68E+000,1.50E+000,7.83E-006,6.17E-009,3.13E+001,6.21E-002,8.28E+001,1.61E-002,1.70E+001,3.29E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.44E+006,1.54E+005,1.06E+004
1495,4.59E-002,1.24E+004,4.42E+001,1.37E+002,4.44E+001,1.68E+000,1.27E+002,1.34E-004,4.22E-003,2.03E+002,4.15E-001,7.95E-001,7.73E-006,2.51E-009,3.35E+000,1.13E-001,6.66E+001,2.41E-002,2.56E+001,7.55E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.13E+007,9.95E+003,2.09E+002
1496,1.49E-001,4.16E+002,1.70E+000,3.32E+001,1.11E+002,1.27E+001,4.48E+001,4.59E-003,5.43E-003,3.21E+002,7.80E-001,8.43E-001,3.12E-006,6.94E-009,1.68E+001,9.68E-002,5.11E+000,6.80E-002,5.62E+001,9.41E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.45E+006,5.29E+005,5.24E+005
1497,1.36E-001,1.33E+004,1.23E+002,1.69E+001,1.06E+002,5.62E+001,1.65E+002,3.70E-003,5.72E-003,3.27E+002,1.05E+000,1.79E+000,7.40E-006,8.84E-009,2.14E+000,5.44E-002,4.55E+001,1.06E-001,2.06E+000,1.30E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.45E+006,5.53E+005,2.45E+004
1498,1.34E-001,1.77E+003,4.33E+001,1.30E+002,3.57E+000,1.22E+002,1.86E+002,2.07E-003,1.42E-003,2.68E+001,6.55E-001,1.29E-001,1.98E-007,4.17E-009,2.21E+001,2.51E-003,7.26E+001,1.25E-001,4.58E+001,7.67E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.05E+006,1.78E+001,2.22E-001
1499,1.62E-001,4.72E+003,1.41E+002,1.66E+002,4.44E+001,1.35E+002,1.29E+002,4.34E-003,5.58E-004,3.65E+002,1.08E+000,5.49E-001,1.02E-006,5.09E-009,3.49E+001,2.25E-003,4.59E+001,3.93E-002,6.95E+001,4.65E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.71E+007,1.70E+001,1.17E-001
1500,1.03E-002,2.05E+003,1.12E+001,9.65E+001,1.94E+002,3.57E+001,9.00E+001,4.70E-003,3.50E-003,8.88E+002,8.51E-001,1.78E+000,8.49E-006,5.70E-009,1.93E+001,9.78E-002,5.93E+001,6.16E-002,6.78E+001,5.91E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.75E+006,8.21E+003,7.82E+002
1501,1.60E-001,3.18E+003,1.71E+001,9.54E+001,2.73E+001,2.89E+001,5.43E+001,1.10E-003,4.72E-003,5.61E+002,3.60E-001,4.41E-001,6.42E-006,2.46E-009,1.76E+001,3.65E-002,8.26E+001,8.40E-002,5.39E+001,4.36E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.37E+006,3.17E+005,3.47E+005
1502,1.13E-001,1.58E+004,8.32E+000,4.42E+001,3.19E+001,2.38E+000,1.65E+002,5.27E-003,2.11E-003,8.31E+002,1.43E+000,1.51E+000,7.54E-006,5.17E-009,1.31E+001,7.33E-002,2.19E+001,9.38E-002,8.39E+001,1.16E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.06E+007,3.14E+003,1.52E+002
1503,2.28E-002,3.45E+003,1.31E+001,1.24E+002,7.72E+001,3.38E+001,1.71E+002,4.83E-003,6.22E-003,5.91E+002,1.44E-001,7.14E-001,3.32E-006,1.48E-009,1.69E+001,8.58E-002,5.19E+001,9.68E-002,1.07E+001,1.30E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.58E+005,2.63E+005,2.74E+005
1504,1.63E-001,7.66E+003,1.90E+002,1.76E+002,4.08E+000,9.49E+001,1.97E+002,2.30E-003,3.49E-003,4.57E+002,3.92E-001,4.98E-001,5.70E-007,8.57E-009,1.06E+001,2.89E-002,6.49E+001,2.81E-002,4.19E+001,3.69E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.29E+007,1.11E+003,9.45E+000
1505,1.07E-001,1.97E+003,1.12E+002,1.04E+002,4.30E+001,6.95E+001,5.24E+001,1.89E-003,2.26E-004,7.77E+002,1.45E+000,1.24E+000,2.49E-007,6.39E-009,9.45E+000,4.49E-002,4.93E+001,7.92E-002,6.01E+000,3.47E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.06E+006,3.15E+003,1.36E+002
1506,1.16E-001,1.55E+004,1.62E+001,7.99E+001,1.83E+002,3.14E+001,1.45E+001,5.26E-003,6.73E-003,1.26E+002,1.73E+000,8.37E-001,1.04E-006,5.06E-009,1.24E+001,1.15E-001,6.38E+001,1.02E-002,9.09E+001,5.86E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.03E+006,1.66E+005,9.82E+004
1507,7.20E-003,8.42E+003,1.47E+002,2.79E+001,1.77E+002,1.20E+002,1.86E+002,4.66E-003,1.87E-003,8.20E+002,1.14E+000,4.30E-001,3.82E-006,7.79E-009,1.02E+001,1.14E-001,8.70E+001,1.11E-001,4.28E+001,1.50E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.53E+007,4.96E+000,5.46E+000
1508,6.61E-002,7.97E+003,1.41E+002,1.67E+001,1.73E+002,5.14E+001,1.16E+002,7.18E-004,1.22E-003,9.18E+002,6.28E-001,1.16E+000,8.92E-006,1.17E-009,7.96E+000,1.08E-001,8.77E+001,8.52E-002,8.97E+001,1.29E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.42E+007,9.74E+004,5.53E+004
1509,1.18E-002,1.81E+004,3.28E+001,5.35E+001,1.03E+002,6.98E+001,3.69E+001,3.79E-003,1.15E-003,3.62E+002,8.70E-002,1.64E+000,7.59E-006,7.55E-009,2.58E+001,5.92E-002,3.09E+001,9.13E-002,5.50E+001,6.79E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.07E+006,9.31E+002,3.79E+000
1510,9.90E-002,1.71E+004,2.26E+001,3.46E+001,5.42E+001,9.90E+001,1.69E+002,4.76E-003,3.92E-004,1.24E+002,1.52E+000,1.21E+000,9.09E-006,9.15E-009,1.38E+001,2.98E-002,7.65E+001,8.17E-002,6.02E+001,8.76E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.74E+007,4.44E+000,4.42E-001
1511,4.07E-002,3.84E+003,9.44E+001,6.65E+001,1.40E+002,1.43E+002,7.26E+001,4.35E-003,2.91E-003,2.88E+002,1.79E-001,5.93E-002,6.72E-006,7.67E-009,2.63E+001,9.62E-002,5.32E+001,3.13E-002,2.76E+001,1.03E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.10E+006,3.16E+004,4.23E+000
